Date,series ,OPEN,HIGH,LOW,PREV. CLOSE,ltp ,Close,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
09-Jan-25,EQ,771.15,771.35,726.25,771.15,762,760.45,760.13,912,600.65,"1,53,51,029","11,66,87,46,480.15","2,58,299"
08-Jan-25,EQ,780.9,783.95,760.1,778.75,771.35,771.15,767.67,912,600.65,"1,56,41,490","12,00,74,86,384.75","2,77,739"
07-Jan-25,EQ,779.85,783.85,774.85,776.4,778.4,778.75,778.73,912,600.65,"96,69,152","7,52,96,20,598.70","1,88,005"
06-Jan-25,EQ,797.4,797.6,773.15,793.4,778.4,776.4,781.47,912,600.65,"1,14,19,367","8,92,38,76,463.45","2,89,818"
03-Jan-25,EQ,801.2,809.5,792.15,801.2,793.3,793.4,798.97,912,600.65,"1,33,36,514","10,65,54,90,014.65","2,08,457"
02-Jan-25,EQ,795,802.4,787,793.2,802.25,801.2,795.88,912,600.65,"1,13,98,319","9,07,17,09,128.05","2,06,144"
01-Jan-25,EQ,795.55,798.65,789.5,794.95,794.3,793.2,793.85,912,600.65,"72,73,098","5,77,37,33,671.35","1,25,843"
31-Dec-24,EQ,786.95,799.2,786,788.3,796,794.95,794.69,912,600.65,"90,86,044","7,22,06,00,207.70","1,62,712"
30-Dec-24,EQ,802,807.95,785,799.65,793.3,788.3,793.36,912,600.65,"2,15,15,438","17,06,95,91,751.15","3,17,867"
27-Dec-24,EQ,816.3,818.3,797.2,812.45,800.85,799.65,806.26,912,600.65,"1,06,49,800","8,58,65,60,656.85","1,79,691"
26-Dec-24,EQ,813,822.85,808,812.05,814,812.45,813.7,912,600.65,"83,18,714","6,76,89,03,488.30","1,45,477"
24-Dec-24,EQ,824.25,826.2,809.2,821.15,813,812.05,814.35,912,600.65,"1,06,02,771","8,63,43,65,124.30","1,55,822"
23-Dec-24,EQ,817.3,824,812.2,812,820.5,821.15,820.11,912,600.65,"49,33,200","4,04,57,77,516.70","1,27,438"
20-Dec-24,EQ,834.9,836,810,832.8,814,812,819.2,912,600.65,"1,02,44,198","8,39,20,39,433.55","1,83,839"
19-Dec-24,EQ,824.6,838,820.2,838.15,832.25,832.8,829.17,912,600.65,"94,53,398","7,83,84,54,819.80","1,92,047"
18-Dec-24,EQ,851,852,837,850.55,840.8,838.15,840.95,912,600.65,"82,95,338","6,97,59,24,558.00","1,86,668"
17-Dec-24,EQ,858.55,862.6,847.05,860.95,849.8,850.55,852.67,912,600.65,"87,91,216","7,49,60,29,790.20","1,93,366"
16-Dec-24,EQ,859.8,866.4,857.8,861.55,860.65,860.95,861.45,912,600.65,"64,32,713","5,54,14,82,948.45","1,51,330"
