Index Name,Date,Open,High,Low,Close
NIFTY BANK,02-Jul-25,57558.2,57628.4,56833.8,56999.2
NIFTY BANK,01-Jul-25,57375.8,57533.85,57150.35,57459.45
NIFTY BANK,30-Jun-25,57529.95,57614.5,57193.8,57312.75
NIFTY BANK,27-Jun-25,57234.7,57475.4,56993.85,57443.9
NIFTY BANK,26-Jun-25,56693.55,57263.45,56558.35,57206.7
NIFTY BANK,25-Jun-25,56564.5,56681.4,56420.65,56621.15
NIFTY BANK,24-Jun-25,56529.45,56862,56276.15,56461.9
NIFTY BANK,23-Jun-25,55832.35,56233.55,55779.25,56059.35
NIFTY BANK,20-Jun-25,55566.7,56328.2,55566.4,56252.85
NIFTY BANK,19-Jun-25,55784.85,55942.45,55475.45,55577.45
NIFTY BANK,18-Jun-25,55544.95,55933.6,55511.8,55828.75
NIFTY BANK,17-Jun-25,55975,56067.3,55643.95,55714.15
NIFTY BANK,16-Jun-25,55554.1,55999.85,55381.45,55944.9
NIFTY BANK,13-Jun-25,55149.3,55688,55149.3,55527.35
NIFTY BANK,12-Jun-25,56480.9,56611.05,55968.5,56082.55
NIFTY BANK,11-Jun-25,56639.85,56782.5,56399.4,56459.75
NIFTY BANK,10-Jun-25,56993.9,57015.4,56564.15,56629.1
NIFTY BANK,09-Jun-25,57049.5,57049.5,56792.7,56839.6
NIFTY BANK,06-Jun-25,55699.45,56695,55534.75,56578.4
NIFTY BANK,05-Jun-25,55806.75,56010.15,55580.45,55760.85
NIFTY BANK,04-Jun-25,55650.35,55791,55408.35,55676.85
NIFTY BANK,03-Jun-25,56104.8,56161.4,55455.8,55599.95
NIFTY BANK,02-Jun-25,55598.25,55966.3,55400.55,55903.4
NIFTY BANK,30-May-25,55615.55,55813.3,55356.6,55749.7
NIFTY BANK,29-May-25,55571.4,55782.75,55096.45,55546.05
NIFTY BANK,28-May-25,55328.6,55521.8,55235.55,55417
NIFTY BANK,27-May-25,55458.95,55831.35,55037.85,55352.8
NIFTY BANK,26-May-25,55534.9,55875.75,55307.5,55572
NIFTY BANK,23-May-25,54959.3,55441.3,54854.5,55398.25
NIFTY BANK,22-May-25,54875.9,54996.1,54576.6,54941.3
NIFTY BANK,21-May-25,55060.2,55336.85,54690.8,55075.1
NIFTY BANK,20-May-25,55445.3,55568.35,54829.45,54877.35
NIFTY BANK,19-May-25,55326.05,55695.55,55296.55,55420.7
NIFTY BANK,16-May-25,55276,55418.9,55170.25,55354.9
NIFTY BANK,15-May-25,54853.7,55490.55,54442.3,55355.6
NIFTY BANK,14-May-25,55008.55,55208.6,54491,54801.3
NIFTY BANK,13-May-25,55233.5,55499.65,54888.5,54940.85
NIFTY BANK,12-May-25,54658.75,55466.3,54558.05,55382.85
NIFTY BANK,09-May-25,53595.95,54054.8,53483.05,53595.25
NIFTY BANK,08-May-25,54801.75,54937.25,54108,54365.65
NIFTY BANK,07-May-25,54013.4,54684.3,53919.9,54610.9
NIFTY BANK,06-May-25,54918.25,55036.95,54172.95,54271.4
NIFTY BANK,05-May-25,55065.8,55345.5,54786.5,54919.5
NIFTY BANK,02-May-25,55100.95,55691.95,54994.4,55115.35
NIFTY BANK,30-Apr-25,55382.4,55478.25,54723.7,55087.15
NIFTY BANK,29-Apr-25,55524.35,55957.75,55262.4,55391.25
NIFTY BANK,28-Apr-25,54610.3,55577.4,54582.35,55432.8
NIFTY BANK,25-Apr-25,55233.55,55350.55,54176.45,54664.05
NIFTY BANK,24-Apr-25,55103.9,55550.45,55088.4,55201.4
NIFTY BANK,23-Apr-25,56097.1,56098.7,55162.5,55370.05
NIFTY BANK,22-Apr-25,55414.3,55961.2,55243.55,55647.2
NIFTY BANK,21-Apr-25,54891.25,55461.65,54674.95,55304.5
NIFTY BANK,17-Apr-25,53153.75,54407.2,53084.9,54290.2
NIFTY BANK,16-Apr-25,52690.9,53164.45,52471.35,53117.75
NIFTY BANK,15-Apr-25,52299,52486.35,51863.3,52379.5
