Index Name,Date,Open,High,Low,Close
NIFTY BANK,11-Apr-25,50634.1,51244.7,50634.1,51002.35
NIFTY BANK,09-Apr-25,50487.1,50496.9,49910.85,50240.15
NIFTY BANK,08-Apr-25,50388.55,50793.7,50030.8,50511
NIFTY BANK,07-Apr-25,49336.1,50426.25,49156.95,49860.1
NIFTY BANK,04-Apr-25,51711.6,51893.6,51360.4,51502.7
NIFTY BANK,03-Apr-25,50910,51661.6,50906.65,51597.35
NIFTY BANK,02-Apr-25,50966.9,51404.2,50908.35,51348.05
NIFTY BANK,01-Apr-25,51178.15,51683.85,50742,50827.5
NIFTY BANK,28-Mar-25,51608.4,51839.1,51335.35,51564.85
NIFTY BANK,27-Mar-25,51084.7,51714.35,51050.85,51575.85
NIFTY BANK,26-Mar-25,51640.05,51875.8,51069.15,51209
NIFTY BANK,25-Mar-25,51874.2,52063.95,51429.6,51607.95
NIFTY BANK,24-Mar-25,50982.7,51801.15,50795.9,51704.95
NIFTY BANK,21-Mar-25,49927.1,50672.15,49891.95,50593.55
NIFTY BANK,20-Mar-25,49947.6,50155.3,49771.65,50062.85
NIFTY BANK,19-Mar-25,49375.4,49807.55,49324.8,49702.6
NIFTY BANK,18-Mar-25,48792.9,49400.3,48629.45,49314.5
NIFTY BANK,17-Mar-25,48219.55,48481.35,48196.1,48354.15
NIFTY BANK,13-Mar-25,48219.15,48352.45,48006.1,48060.4
NIFTY BANK,12-Mar-25,47894.4,48222.15,47844.95,48056.65
NIFTY BANK,11-Mar-25,47874.8,48029.05,47702.9,47853.95
NIFTY BANK,10-Mar-25,48312,48599.15,48124.65,48216.8
NIFTY BANK,07-Mar-25,48463.8,48709.05,48359.35,48497.5
NIFTY BANK,06-Mar-25,48760,48839.1,48299.4,48627.7
NIFTY BANK,05-Mar-25,48241.3,48657.65,48190.25,48489.95
NIFTY BANK,04-Mar-25,47942.5,48374.9,47924.75,48245.2
NIFTY BANK,03-Mar-25,48478.6,48574.7,47841.3,48114.3
NIFTY BANK,28-Feb-25,48437.55,48574.5,48078.7,48344.7
NIFTY BANK,27-Feb-25,48732.2,48972.55,48627.1,48743.8
NIFTY BANK,25-Feb-25,48691.2,48862.15,48534.15,48608.35
NIFTY BANK,24-Feb-25,48619.8,48748.4,48281.9,48651.95
NIFTY BANK,21-Feb-25,49127.95,49306.55,48764,48981.2
NIFTY BANK,20-Feb-25,49314.1,49455.8,49150.95,49334.55
NIFTY BANK,19-Feb-25,48895.35,49628.25,48804,49570.1
NIFTY BANK,18-Feb-25,49211.85,49328.55,48814.95,49087.3
NIFTY BANK,17-Feb-25,48880.4,49319,48525.6,49258.9
NIFTY BANK,14-Feb-25,49485.65,49592.95,48719.75,49099.45
NIFTY BANK,13-Feb-25,49469.35,49836.1,49276.1,49359.85
NIFTY BANK,12-Feb-25,49402.25,49702.35,48734.35,49479.45
NIFTY BANK,11-Feb-25,49812.15,49906.75,49177.4,49403.4
NIFTY BANK,10-Feb-25,50052.5,50155.65,49703.1,49981
NIFTY BANK,07-Feb-25,50484.45,50641.75,49871.15,50158.85
NIFTY BANK,06-Feb-25,50468.35,50553.35,50149.8,50382.1
NIFTY BANK,05-Feb-25,50402.3,50522.15,50215.45,50343.05
NIFTY BANK,04-Feb-25,49538.8,50206.6,49482.5,50157.95
NIFTY BANK,03-Feb-25,49074.8,49373.45,48906.05,49210.55
NIFTY BANK,01-Feb-25,49592.55,50009.5,48925.45,49506.95
NIFTY BANK,31-Jan-25,49259.65,49674.8,49031.8,49587.2
NIFTY BANK,30-Jan-25,49206.2,49426.2,49031.8,49311.95
NIFTY BANK,29-Jan-25,48997.2,49199.65,48849.8,49165.95
NIFTY BANK,28-Jan-25,48642.5,49247.15,48449.05,48866.85
NIFTY BANK,27-Jan-25,47881.65,48319.2,47844.15,48064.65
NIFTY BANK,24-Jan-25,48546.05,48858.65,48203,48367.8
NIFTY BANK,23-Jan-25,48770.15,48892.7,48493,48589
NIFTY BANK,22-Jan-25,48689.55,48781.75,48074.05,48724.4
NIFTY BANK,21-Jan-25,49532,49543.15,48430.95,48570.9
NIFTY BANK,20-Jan-25,48834.15,49650.6,48683.6,49350.8
NIFTY BANK,17-Jan-25,48959.5,49047.2,48309.5,48540.6
NIFTY BANK,16-Jan-25,49082.9,49459,49038.45,49278.7
NIFTY BANK,15-Jan-25,48832.75,49083.65,48522.4,48751.7
NIFTY BANK,14-Jan-25,48266.9,49007.35,48235.2,48729.15
NIFTY BANK,13-Jan-25,48264.25,48606.35,47898.35,48041.25
NIFTY BANK,10-Jan-25,49426.5,49483.15,48631.2,48734.15
NIFTY BANK,09-Jan-25,49712.55,49798.1,49230.15,49503.5
NIFTY BANK,08-Jan-25,50201.75,50246.9,49389.75,49835.05
NIFTY BANK,07-Jan-25,50061.2,50447.6,49969.3,50202.15
NIFTY BANK,06-Jan-25,50990.65,51026.1,49751,49922
NIFTY BANK,03-Jan-25,51567.15,51671.6,50904.35,50988.8
NIFTY BANK,02-Jan-25,51084.95,51672.75,50992.8,51605.55
NIFTY BANK,01-Jan-25,50841.9,51321.95,50485.05,51060.6
NIFTY BANK,31-Dec-24,50648.2,50945.55,50599.8,50860.2
NIFTY BANK,30-Dec-24,51255.35,51979.75,50718.35,50952.75
NIFTY BANK,27-Dec-24,51268.2,51628.45,51240.1,51311.3
NIFTY BANK,26-Dec-24,51395.8,51740,50951.8,51170.7
NIFTY BANK,24-Dec-24,51314.95,51382.1,51137.5,51233
NIFTY BANK,23-Dec-24,51044.4,51417.35,51030.4,51317.6
NIFTY BANK,20-Dec-24,51401.35,51629,50609.35,50759.2
NIFTY BANK,19-Dec-24,51428.45,51789.85,51263.75,51575.7
NIFTY BANK,18-Dec-24,52696.95,52827.6,52010.65,52139.55
NIFTY BANK,17-Dec-24,53394.1,53515.7,52709.4,52834.8
NIFTY BANK,16-Dec-24,53502.5,53738.9,53335,53581.35
NIFTY BANK,13-Dec-24,53109.8,53654,52264.55,53583.8
NIFTY BANK,12-Dec-24,53201,53537.45,53174.4,53216.45
NIFTY BANK,11-Dec-24,53459.3,53648.05,53302.15,53391.35
NIFTY BANK,10-Dec-24,53450.05,53624.05,53302.65,53577.7
NIFTY BANK,09-Dec-24,53380.75,53775.1,53326.4,53407.75
NIFTY BANK,06-Dec-24,53634.2,53868.5,53160.65,53509.5
NIFTY BANK,05-Dec-24,53354.45,53888.3,52850.35,53603.55
NIFTY BANK,04-Dec-24,52775,53387.1,52685.15,53266.9
NIFTY BANK,03-Dec-24,52357.95,52780.9,52216.85,52695.75
NIFTY BANK,02-Dec-24,52087.65,52197.25,51693.95,52109
NIFTY BANK,29-Nov-24,51984.15,52170.9,51759.45,52055.6
NIFTY BANK,28-Nov-24,52389.95,52760.2,51782.9,51906.85
NIFTY BANK,27-Nov-24,52154.3,52444.35,52019.65,52301.8
NIFTY BANK,26-Nov-24,52554.9,52555.5,51999.75,52191.5
NIFTY BANK,25-Nov-24,52046.35,52331.1,51774.05,52207.5
NIFTY BANK,22-Nov-24,50512.8,51271.5,50508.25,51135.4
NIFTY BANK,21-Nov-24,50625,50652.15,49787.1,50372.9
NIFTY BANK,19-Nov-24,50580.55,50983.5,50440.85,50626.5
NIFTY BANK,18-Nov-24,50312.45,50445.8,50074,50363.8
NIFTY BANK,14-Nov-24,50053.45,50561.8,49939.35,50179.55
NIFTY BANK,13-Nov-24,51030.95,51353.5,49904.4,50088.35
NIFTY BANK,12-Nov-24,52053.75,52169.05,51006.85,51157.8
NIFTY BANK,11-Nov-24,51562.7,52177.7,51294.2,51876.75
NIFTY BANK,08-Nov-24,51869.15,52007.15,51494,51561.2
NIFTY BANK,07-Nov-24,52258.95,52377.25,51752.25,51916.5
NIFTY BANK,06-Nov-24,52440.4,52493.95,52185.4,52317.4
NIFTY BANK,05-Nov-24,51052.6,52289.55,50865.45,52207.25
NIFTY BANK,04-Nov-24,51764.5,51764.5,51066.8,51215.25
NIFTY BANK,01-Nov-24,51550.15,51825.5,51459.4,51673.9
NIFTY BANK,31-Oct-24,51649.45,52005.6,51318.1,51475.35
NIFTY BANK,30-Oct-24,51988.7,52220,51733,51807.5
NIFTY BANK,29-Oct-24,51404.1,52354.85,51278.9,52320.7
NIFTY BANK,28-Oct-24,51061.35,51589.15,51012.55,51259.3
NIFTY BANK,25-Oct-24,51369.75,51501.05,50382.1,50787.45
NIFTY BANK,24-Oct-24,51272.3,51781.55,51201.85,51531.15
NIFTY BANK,23-Oct-24,51117.8,51551.55,51107.9,51239
NIFTY BANK,22-Oct-24,52071.35,52257.3,51179.6,51257.15
NIFTY BANK,21-Oct-24,52361.1,52577.5,51855.15,51962.7
NIFTY BANK,18-Oct-24,51261,52199.45,51000.9,52094.2
NIFTY BANK,17-Oct-24,51849.3,51930.2,51150.25,51288.8
NIFTY BANK,16-Oct-24,51711.2,52031.6,51711.2,51801.05
NIFTY BANK,15-Oct-24,51975.95,52022.05,51698.75,51906
NIFTY BANK,14-Oct-24,51263.25,51893,51220.85,51816.9
NIFTY BANK,11-Oct-24,51491.9,51560,51005.85,51172.3
NIFTY BANK,10-Oct-24,51195.7,51659.45,51047,51530.9
NIFTY BANK,09-Oct-24,51161.75,51707.15,50903.75,51007
NIFTY BANK,08-Oct-24,50736.1,51176.05,50466,51021
NIFTY BANK,07-Oct-24,51543.2,51784.8,50194.3,50478.9
NIFTY BANK,04-Oct-24,51643.75,52358.35,51347.25,51462.05
NIFTY BANK,03-Oct-24,52314.45,52582.95,51683.4,51845.2
NIFTY BANK,01-Oct-24,52844,53235.25,52817.8,52922.6
NIFTY BANK,30-Sep-24,53556.95,53726.4,52926.55,52978.1
NIFTY BANK,27-Sep-24,54338.7,54338.7,53763.2,53834.3
NIFTY BANK,26-Sep-24,54045.85,54467.35,54010.9,54375.35
NIFTY BANK,25-Sep-24,53794,54141.3,53792.85,54101.65
NIFTY BANK,24-Sep-24,54110.65,54247.7,53904.65,53968.6
NIFTY BANK,23-Sep-24,53917.9,54197.95,53741.4,54105.8
NIFTY BANK,20-Sep-24,53235.8,54066.1,53037.6,53793.2
NIFTY BANK,19-Sep-24,52929.25,53353.3,52847.9,53037.6
NIFTY BANK,18-Sep-24,52177.1,52954.2,52154.55,52750.4
NIFTY BANK,17-Sep-24,52249.05,52284.6,52085.5,52188.65
NIFTY BANK,16-Sep-24,52038.7,52208.7,51921.45,52153.15
NIFTY BANK,13-Sep-24,51952.55,51994.1,51643.95,51938.05
NIFTY BANK,12-Sep-24,51271,51878.1,51025,51772.4
NIFTY BANK,11-Sep-24,51218.55,51420.15,50947.7,51010
NIFTY BANK,10-Sep-24,51328.3,51366,50958.25,51272.3
NIFTY BANK,09-Sep-24,50549.25,51192.75,50369.4,51117.8
NIFTY BANK,06-Sep-24,51200.4,51380.05,50447.3,50576.85
NIFTY BANK,05-Sep-24,51544.25,51636.75,51389.15,51473.05
NIFTY BANK,04-Sep-24,51364.65,51503.55,51259.9,51400.25
NIFTY BANK,03-Sep-24,51479.75,51750.1,51240.05,51689.1
NIFTY BANK,02-Sep-24,51579.5,51579.5,51295.8,51439.55
NIFTY BANK,30-Aug-24,51437.45,51466.55,51256,51351
NIFTY BANK,29-Aug-24,51103.75,51368.95,50984.4,51152.75
NIFTY BANK,28-Aug-24,51208.95,51260.75,51033.7,51143.85
NIFTY BANK,27-Aug-24,51214.05,51404.7,50938.1,51278.75
NIFTY BANK,26-Aug-24,51100.65,51317.85,51061.55,51148.1
NIFTY BANK,23-Aug-24,51040.05,51117.85,50856.7,50933.45
NIFTY BANK,22-Aug-24,50894.8,51080,50794.45,50985.7
NIFTY BANK,21-Aug-24,50666.65,50772.45,50333.35,50685.55
NIFTY BANK,20-Aug-24,50417.25,51025.6,50398.6,50803.15
NIFTY BANK,19-Aug-24,50683.55,50728.25,50283.55,50368.35
NIFTY BANK,16-Aug-24,50133,50603.4,49806.05,50516.9
NIFTY BANK,14-Aug-24,49887.15,49959.25,49654.65,49727.3
NIFTY BANK,13-Aug-24,50395.35,50559.25,49785.1,49831.85
NIFTY BANK,12-Aug-24,50412.6,50830.7,50149.25,50577.95
NIFTY BANK,09-Aug-24,50612.1,50707.75,50386.45,50484.5
NIFTY BANK,08-Aug-24,50051.9,50440.75,49829.6,50156.7
NIFTY BANK,07-Aug-24,50286.2,50292.45,49782.2,50119
NIFTY BANK,06-Aug-24,50436.9,50688.8,49659.05,49748.3
NIFTY BANK,05-Aug-24,50586.25,50747.55,49719.1,50092.1
NIFTY BANK,02-Aug-24,51172.25,51608.7,51087.85,51350.15
NIFTY BANK,01-Aug-24,51672.6,51877.15,51456.2,51564
NIFTY BANK,31-Jul-24,51583.45,51663.1,51335.7,51553.4
NIFTY BANK,30-Jul-24,51383.9,51957.75,51260.05,51499.3
NIFTY BANK,29-Jul-24,51546.65,52340.25,51186.95,51406.25
NIFTY BANK,26-Jul-24,50456.1,51398.6,50438.3,51295.95
NIFTY BANK,25-Jul-24,50762.3,51006.1,50559.9,50888.75
NIFTY BANK,24-Jul-24,51657.65,51944.65,50784.25,51317
NIFTY BANK,23-Jul-24,52511,52547.55,51342.65,51778.3
NIFTY BANK,22-Jul-24,52145.6,52427,51874.55,52280.4
NIFTY BANK,19-Jul-24,52531.55,52586.75,52146.3,52265.6
NIFTY BANK,18-Jul-24,52215.05,52782.75,52168.65,52620.7
NIFTY BANK,16-Jul-24,52466.7,52619.05,52331.6,52396.8
NIFTY BANK,15-Jul-24,52330.05,52662.25,52154,52455.9
NIFTY BANK,12-Jul-24,52272.65,52794.55,52171.15,52278.9
NIFTY BANK,11-Jul-24,52316.9,52400.3,51749.45,52270.65
NIFTY BANK,10-Jul-24,52528.8,52528.8,52075.4,52189.3
NIFTY BANK,09-Jul-24,52390.5,52626.6,52292.95,52568.8
NIFTY BANK,08-Jul-24,52533.1,52710.8,52246.7,52425.8
NIFTY BANK,05-Jul-24,52560.1,52817.85,52290.05,52660.35
NIFTY BANK,04-Jul-24,53357.7,53357.7,52815.9,53103.7
NIFTY BANK,03-Jul-24,52872.3,53256.7,52482.65,53089.25
