Date,series ,OPEN,HIGH,LOW,PREV. CLOSE,ltp ,Close,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
14-Oct-24,EQ,525.05,529.95,521.95,524.55,523.4,525.3,525.2,632.7,390.9,"3,98,039","20,90,51,564.60","17,455"
11-Oct-24,EQ,520.05,528.7,520.05,523.95,523.1,524.55,525.36,632.7,390.9,"3,33,571","17,52,44,271.70","12,340"
10-Oct-24,EQ,527.9,530.55,521.75,527.9,523.6,523.95,526.16,632.7,390.9,"3,71,064","19,52,39,815.30","16,098"
09-Oct-24,EQ,525.15,534.45,520.8,528.9,529,527.9,527.33,632.7,390.9,"8,77,141","46,25,45,960.20","30,283"
08-Oct-24,EQ,518.55,530.5,510.95,518.65,528.65,528.9,524.66,632.7,390.9,"10,47,868","54,97,73,539.90","33,389"
07-Oct-24,EQ,531.1,531.1,510.4,523.35,518.25,518.65,517.71,632.7,390.9,"12,43,472","64,37,54,366.70","68,939"
04-Oct-24,EQ,519,538,507.5,515.95,524,523.35,525.09,632.7,390.9,"22,18,975","1,16,51,56,448.70","54,076"
03-Oct-24,EQ,517,528.5,513.7,527.1,514.5,515.95,518.73,632.7,390.9,"13,27,525","68,86,31,237.80","36,242"
01-Oct-24,EQ,522.95,529.85,521.6,524.05,526.2,527.1,526.92,632.7,390.9,"4,48,248","23,61,92,592.50","20,217"
30-Sep-24,EQ,536.5,538.95,517.7,539.45,522.05,524.05,526.9,632.7,390.9,"25,33,991","1,33,51,67,152.15","54,182"
27-Sep-24,EQ,536.9,541.8,529.25,532.65,535.45,539.45,537.21,632.7,390.9,"16,65,535","89,47,40,980.10","63,950"
26-Sep-24,EQ,525,534.35,519.75,526.2,530.95,532.65,527.3,632.7,390.9,"28,98,448","1,52,83,45,393.40","96,313"
25-Sep-24,EQ,528.8,531.3,519.2,528.7,524.9,526.2,524.95,632.7,390.9,"9,18,389","48,21,04,795.35","34,913"
24-Sep-24,EQ,536.85,536.85,526.65,536.85,527.5,528.7,529.98,632.7,390.9,"6,99,650","37,08,01,810.20","26,501"
23-Sep-24,EQ,510,539.35,510,509.5,534.5,536.85,531.13,632.7,390.9,"29,29,528","1,55,59,69,174.35","77,308"
20-Sep-24,EQ,508.8,514.75,505,509.3,510,509.5,510.31,632.7,390.9,"21,24,662","1,08,42,30,995.70","68,497"
19-Sep-24,EQ,507.5,512.95,505,505.05,508.8,509.3,508.93,632.7,390.9,"10,94,796","55,71,75,527.60","39,656"
18-Sep-24,EQ,519,522.65,504.15,519.75,506.25,505.05,509.2,632.7,390.9,"30,49,464","1,55,27,74,187.70","45,812"
17-Sep-24,EQ,520,521.6,514.35,519.9,518,519.75,518.13,632.7,390.9,"5,56,829","28,85,12,157.70","16,756"
16-Sep-24,EQ,525.65,525.65,516,520.05,517.5,519.9,519.38,632.7,390.9,"12,90,841","67,04,35,636.85","28,034"
13-Sep-24,EQ,525.4,525.4,518.8,520.05,520,520.05,520.94,632.7,380.2,"11,84,919","61,72,71,849.60","44,099"
12-Sep-24,EQ,514.8,525,514.7,510,520,520.05,520.45,632.7,380.2,"15,79,837","82,22,33,615.15","45,219"
11-Sep-24,EQ,519.85,523.4,506.8,518.9,510.2,510,512.65,632.7,380.2,"31,34,860","1,60,70,93,007.35","54,637"
10-Sep-24,EQ,525.15,526.9,516,523,517.9,518.9,520.26,632.7,380.2,"16,47,980","85,73,85,222.75","57,515"
09-Sep-24,EQ,526,528,513,523.45,521.85,523,520.9,632.7,380.2,"9,74,521","50,76,32,751.60","44,735"
06-Sep-24,EQ,551,554.7,519.55,551,523.05,523.45,526.92,632.7,378.15,"55,51,466","2,92,51,59,528.55","83,810"
05-Sep-24,EQ,541.9,574.3,523,536.05,558.7,551,539.55,632.7,378.15,"37,52,194","2,02,45,01,336.45","56,047"
04-Sep-24,EQ,547,552.05,534.15,550.05,536.4,536.05,537.57,632.7,378.15,"21,82,125","1,17,30,36,712.35","84,836"
03-Sep-24,EQ,556,558.4,548.3,555.85,549.2,550.05,551.65,632.7,378.15,"7,51,120","41,43,54,795.70","31,579"
02-Sep-24,EQ,565.3,567.9,551.7,567.3,554.4,555.85,556.69,632.7,378.15,"17,60,182","97,98,77,764.45","41,887"
30-Aug-24,EQ,564,575.7,557,561.5,563.95,567.3,564.49,632.7,374.5,"11,59,804","65,46,94,580.00","25,822"
